TrackId,Name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes,UnitPrice
4411,"Strong Willow Dale",953,0,14,"Connie Hinkle",203,9,486
4412,"Rough Hickory Highlands",294,2,12,"Carl Patrick",954,500,205
4413,"Lone Wagon Field",719,1,25,"Jane Smith",118,521,105
4414,"Foggy Beaver Farms",109,0,40,"Craig Hunt",883,939,347
4415,"Foggy Gate Villa",7,2,0,"Roy Holloway",927,601,291
4416,"Windy Snake Twist",458,5,76,"Carolyn Smith",497,798,413
4417,"Red View Haven",158,6,66,"Crystal Saldivar",501,690,133
4418,"Cozy Robin Flats",429,2,43,"Susan Cottman",871,998,384
4419,"Twin Crow Bayou",723,6,18,"Jacqueline Bissonnette",131,745,226
4420,"Middle Stone Stroll",232,5,40,"Barbara Toms",946,402,246
4421,"Lonely Nest Landing",64,2,37,"Jordan Amaker",546,582,224
4422,"Emerald Creek Terrace",67,7,10,"Sandra Creamer",584,215,305
4423,"Middle Bluff Street",630,1,33,"John Newbern",136,807,112
4424,"Lone Brook Lagoon",571,1,27,"Joseph Shaw",760,719,205
4425,"Twin Castle Farms",25,2,43,"Duncan Greenleaf",261,137,468
4426,"Orange Branch Swale",455,0,49,"Ann Johnson",167,492,188
4427,"Hazy Berry Turn",424,8,84,"James Wong",431,1010,477
4428,"Amber Wagon Villa",486,5,49,"Betty Granados",584,927,103
4429,"Middle Deer Dale",308,5,0,"William Gabriel",309,376,106
4430,"Cold Branch Landing",335,0,43,"Nina Mason",365,494,389
4431,"Still Bird Swale",1,5,98,"Martin Smith",125,1001,154
4432,"Pretty Anchor Chase",35,1,97,"Abbey Oconnell",413,586,424
4433,"Lazy Maple Knoll",14,5,3,"Harry Carter",275,630,248
4434,"Misty Autumn Place",180,1,65,"Donna Adams",478,846,377
4435,"Twin Willow Lagoon",852,1,78,"Bernadine Leek",716,914,298
4436,"Clear Sky Quay",248,0,13,"Barry Stover",414,550,469
4437,"Round Timber Cove",244,3,6,"Jennifer Davis",729,324,284
4438,"Old Autumn Byway",30,0,98,"Carrol Morrison",780,727,257
4439,"Crystal Dove Chase",515,0,19,"Antonia Brown",586,371,280
4440,"Tender Turtle Vale",948,9,83,"Wayne Crawford",241,371,171
4441,"Clear Wagon Stead",2,2,0,"Raymond Friedman",337,509,153
4442,"Thunder Pumpkin Glade",247,2,0,"Ruben Browne",760,1022,436
4443,"Stony Fox Way",54,5,10,"Kary Erickson",559,555,493
4444,"Lone Wagon Alcove",215,6,12,"Margaret Hart",858,265,259
4445,"Sandy Dove Nook",562,5,36,"Darrell Fortes",391,210,339
4446,"Stony Maple Isle",405,3,26,"Jacob Hale",313,748,408
4447,"Big Leaf Trace",806,1,30,"Debra Neal",969,7,171
4448,"Broad Squirrel Niche",7,2,75,"John Burress",97,716,122
4449,"Middle Creek Pace",911,6,59,"Harry Mcghee",885,734,131
4450,"Still Brook Path",860,0,9,"Daniel Pendergast",742,230,224
4451,"Quaking Lake View",872,2,2,"Teresa Roper",880,320,168
4452,"Broad Squirrel Wander",239,7,71,"Patti Nutt",52,135,466
4453,"Silver Oak Woods",331,9,91,"James Medina",597,677,310
4454,"Lost Flower Bayou",558,2,23,"Annabel Smith",177,322,446
4455,"Quaint Anchor Alcove",450,5,89,"Gregory Smith",271,699,259
4456,"Easy Pebble Byway",0,2,55,"Juan Hansen",248,70,454
4457,"Emerald Embers Circle",522,1,79,"Shirley Powell",762,106,163
4458,"Umber Prairie Byway",3,6,19,"Mary Donner",69,836,121
4459,"Pied Diamond Estates",533,9,55,"Ernest Aguero",325,655,309
4460,"Pearl Gate Byway",597,5,63,"Patricia Burke",926,245,494
4461,"Strong Hills Bend",8,6,25,"Gwendolyn Garcia",146,5,268
4462,"Pearl Pine Flats",196,0,17,"Stanley Bonet",73,678,289
4463,"Rough Lake Pike",604,2,73,"Karl Wilson",38,83,385
4464,"Jagged Fawn Valley",137,2,70,"Jonathan Uribe",111,630,398
4465,"Tawny Branch Gardens",943,4,78,"Erma Kyte",389,989,134
4466,"Tawny Apple Bend",385,1,70,"Amanda Austin",398,590,225
4467,"Red Elm Mews",247,1,59,"Brendan Briggs",38,176,254
4468,"Crimson Pumpkin Place",56,0,11,"William Phelps",400,563,340
4469,"Turning Mill Isle",506,1,1,"Jared Griffin",474,361,435
4470,"Pretty River Twist",243,1,94,"Larry Johnson",345,877,109
4471,"Cotton Treasure Acres",527,7,94,"Heather Long",604,809,239
4472,"Umber Apple Stroll",164,2,40,"Candace Sharp",541,626,410
4473,"Rough Hills Mews",325,0,77,"Theresa Zayas",182,620,389
4474,"Rose Wagon Race",23,4,4,"Darlene Okeefe",569,11,373
4475,"Rocky Quail Falls",257,3,6,"Mark Cole",671,81,399
4476,"Merry Bear Pass",4,1,3,"Rosina Self",631,254,266
4477,"Cotton Autumn Alcove",197,2,69,"Jeffrey Phillips",589,222,344
4478,"Rough Fawn Lace",33,1,3,"Earnest Roth",4,135,413
4479,"Heather Barn Trace",553,6,18,"Paul Aldridge",305,1018,373
4480,"Indian Nectar Pass",358,4,0,"Harold Lindsey",283,706,459
4481,"Small Mill Race",798,8,0,"Joshua Mckenzie",581,245,246
4482,"Foggy Branch Chase",152,2,96,"Gil Prunty",911,396,150
4483,"Pearl Acorn Jetty",44,7,68,"Alex Hernandez",258,119,138
4484,"Pleasant Bird Nook",170,9,45,"Steven Penn",756,716,435
4485,"Crimson Treasure Lagoon",109,1,84,"Yolanda Moore",614,335,103
4486,"Calm Feather Hollow",169,0,46,"Robert Overstreet",829,557,299
4487,"Still Brook Falls",14,0,7,"Fred Kincer",429,251,150
4488,"Emerald Embers Meadow",335,1,55,"William Copper",689,111,414
4489,"Tender Beacon Vista",282,7,41,"Virginia Kramer",666,896,134
4490,"Rocky Pioneer Stead",831,0,26,"Darin Scriven",418,316,326
4491,"Lazy Diamond Valley",1,3,22,"Lester Sherrill",518,497,470
4492,"Burning Apple Valley",266,1,53,"Robert Millikin",924,715,429
4493,"Rocky Elk Dale",102,0,23,"Marylyn Brown",138,45,110
4494,"Little Grove Chase",14,8,48,"Dina Blankenship",482,507,491
4495,"Bright Branch Cove",0,2,26,"Mario Phillip",733,178,295
4496,"Red Blossom Wander",340,0,10,"Raymond Wilson",909,67,489
4497,"Pied Gate Hollow",85,4,11,"Sean Monday",613,676,333
4498,"Umber Bridge Farms",594,8,54,"John Garcia",593,348,324
4499,"Calm Forest Meadow",469,1,0,"Pearl Field",438,777,420
4500,"Colonial Beaver Lane",997,6,68,"Hazel Strayhorn",851,126,310
4501,"Ivory Feather Isle",774,7,51,"James Cooper",436,711,209
4502,"Quaking Mountain Quay",977,0,95,"Melissa Palmer",450,129,456
4503,"Lost Bird Gardens",158,2,20,"Joseph Roger",47,222,489
4504,"Hazy Rock Vista",249,2,10,"Terry Park",402,25,234
4505,"Merry Swan Highlands",612,2,27,"Sandra Minton",426,281,241
4506,"Stony Dove Park",55,2,4,"Myrtle Elliott",736,506,397
4507,"Blue Stone Alcove",757,2,27,"Glenda Smith",260,940,475
4508,"Twin Robin Place",220,2,0,"Jolene Hicks",703,812,282
4509,"Old Fawn Edge",687,2,1,"Daniel Calvin",20,386,331
4510,"Calm Butterfly Crest",9,9,20,"Martha Stark",650,615,476
4511,"Ivory Turtle Corner",379,0,38,"George Craft",593,939,198
4512,"Colonial Autumn Knoll",102,2,89,"Jack Menke",523,312,457
4513,"Rough Dove Knoll",30,0,50,"Scott Clark",27,548,360
4514,"Round Holly Lagoon",266,0,87,"April Donnelly",825,156,486
4515,"Long Feather Valley",402,6,51,"Ronald Nash",432,733,380
4516,"Harvest Beacon Landing",13,3,4,"Kevin Hinkle",530,840,493
4517,"White Castle Niche",3,1,24,"Jane Lewis",799,979,426
4518,"Cotton Mountain Falls",321,1,21,"Paul Reese",357,732,439
4519,"Twin Rise Canyon",636,7,77,"Bryan Serrano",513,301,453
4520,"Golden Elk Gate",365,0,13,"Rachelle Mesa",434,677,328
4521,"Rocky Elk Villa",711,2,61,"Sam Sisneros",819,903,160
4522,"Green Cottage Twist",49,9,98,"Julie Gill",267,1010,409
4523,"Calm Prairie Twist",289,6,13,"Justin Harold",469,250,254
4524,"Rocky Goose Journey",370,8,12,"Sidney Tolle",951,269,131
4525,"Velvet Treasure Twist",515,5,17,"Flora Stout",517,640,257
4526,"Green Anchor Byway",388,2,2,"Andrew Moyer",74,74,334
4527,"Orange Prairie Woods",147,7,79,"Julie Carroll",490,299,482
4528,"Lonely Creek Alcove",863,1,11,"Crystal Doyle",268,780,489
4529,"Rocky Lamb Meadow",100,6,18,"George Howard",263,670,177
4530,"Strong Island Road",18,6,26,"Jo Hite",508,270,155
4531,"Merry Bear Ledge",108,4,4,"Hermelinda Dasilva",297,694,397
4532,"Small Island Promenade",129,1,91,"Bob Marsh",42,784,404
4533,"Cold Stone Dell",338,4,71,"Desire Aponte",379,70,356
4534,"Pied Bird Twist",232,2,8,"Jessica Dominguez",897,939,483
4535,"Lost Gate Valley",19,3,0,"Doris Whitty",380,140,291
4536,"Tender Anchor Mews",285,2,47,"Cassandra Penick",513,610,115
4537,"Silver Rock Arbor",437,1,21,"Christopher Hall",945,171,251
4538,"Colonial Nectar Haven",552,9,9,"Viola Abramson",95,465,242
4539,"Emerald Fawn Race",203,8,79,"Michael Verduzco",14,638,168
4540,"Ivory Snake Pace",257,5,99,"Dana Larrabee",673,718,125
4541,"Middle Timber Court",290,9,88,"Oliver Beall",993,62,494
4542,"Hush Island Villa",802,6,2,"Phillip Jones",180,518,252
4543,"Sunny Robin Hollow",954,4,62,"Patricia Piper",114,848,288
4544,"Golden Willow Niche",895,2,3,"Walter Hampton",331,480,402
4545,"High Robin Street",368,4,9,"Mark Bussey",864,284,335
4546,"Small Willow Canyon",40,0,92,"Cedric Shipley",549,887,102
4547,"Orange Rise Terrace",66,2,91,"Nicole Richart",283,340,295
4548,"Burning Robin Pace",78,8,3,"Vicki Horton",346,680,281
4549,"Iron Peach Court",469,0,81,"Nelly Waters",533,773,311
4550,"Clear Treasure Gate",43,0,80,"Salvatore Grant",899,568,177
4551,"Big Creek Way",279,0,41,"Joe Williams",513,860,196
4552,"Still Bluff Lace",38,6,24,"Esther Williams",517,667,111
4553,"Lone Feather Place",25,6,4,"Joe Ware",84,528,148
4554,"Shady Stone Saunter",866,2,11,"Gerald Witt",686,939,392
4555,"Silver Chestnut Way",475,0,49,"Gilbert Jones",605,394,179
4556,"Calm Quail Promenade",730,5,36,"Mary Cousin",445,787,188
4557,"Rocky Maple Meadow",115,1,81,"Albert Conner",929,539,409
4558,"Hazy Feather Terrace",50,1,10,"Robert Blackshear",102,241,290
4559,"Hush Nectar Haven",35,0,3,"Christopher Acosta",844,49,117
4560,"Quiet Autumn Journey",790,0,3,"Jose Watters",212,705,238
4561,"Quaint Nest Canyon",23,7,19,"Frank Gutierrez",359,721,370
4562,"Pretty Hills Jetty",652,0,24,"Victoria Foster",714,266,255
4563,"Honey Berry Lagoon",883,6,0,"Emily Gates",854,365,453
4564,"Quiet Forest Promenade",9,7,50,"Paul Mealy",296,369,269
4565,"Iron Feather Race",129,2,30,"Douglas Heflin",900,449,493
4566,"Lazy Dove Bluff",516,1,23,"Mike Peterson",19,258,413
4567,"Lonely Deer Park",855,1,55,"Kate Rogers",157,647,336
4568,"Birch Acorn Flats",536,2,6,"Belinda Caron",511,110,360
4569,"Golden Forest Dale",66,6,53,"Adam Bussell",697,959,117
4570,"Thunder Hickory Edge",417,4,4,"Adrienne Shannon",340,695,436
4571,"Windy Butterfly Falls",1,6,29,"Gregory Smith",301,966,113
4572,"Merry Dale Niche",741,4,43,"Jonathan Ogden",286,175,341
4573,"Crystal Branch Dale",144,1,28,"Maria Dotson",970,1007,234
4574,"Twin Leaf Lane",77,1,54,"Vanessa Hargrove",949,920,307
4575,"Merry Island Woods",762,5,2,"Etta Nguyen",130,101,372
4576,"Cozy Hickory Lane",861,3,54,"Kristie Stacy",728,616,308
4577,"Pretty Flower Wander",2,3,60,"Raymond Mcclure",113,870,201
4578,"Little Castle Quay",236,2,38,"Natalie Anderson",814,475,220
4579,"Pretty Nest Villa",568,7,20,"Lester Reese",125,175,384
4580,"Quaking Elm Lane",767,6,80,"Julia Smith",25,952,484
4581,"Harvest Mountain Heights",627,2,1,"Vaughn Dempsey",519,521,124
4582,"Indian Log Lagoon",875,1,4,"Joel Moss",890,122,206
4583,"Sandy Mountain Niche",93,4,65,"Thelma Williams",754,772,244
4584,"Jagged View Stroll",136,8,72,"Danny Coppola",975,735,247
4585,"Quiet Rabbit Field",31,0,5,"Corey Stephens",904,795,117
4586,"Pretty Maple Saunter",720,0,10,"Abby Fife",179,155,321
4587,"Lazy Shadow Place",21,2,1,"Marcus Davis",977,755,420
4588,"Merry Elk Villa",255,7,39,"Heidi Spence",477,423,235
4589,"Bright Holly Pass",142,8,9,"Frederick Mitchell",105,726,108
4590,"Tawny Cider Landing",88,1,22,"William Derryberry",89,515,166
4591,"Middle Elm Haven",3,2,90,"Andrew Locke",540,928,323
4592,"Quaking Feather Pass",352,0,86,"Royal Carlson",161,502,237
4593,"Old Bird Vista",18,0,43,"Rene Frost",95,588,251
4594,"Hush Robin Glen",762,3,47,"Vernon Clark",961,129,443
4595,"Thunder Creek Bank",127,4,56,"Francine Mutter",317,387,102
4596,"Misty Bluff Turn",333,0,1,"Michael Reed",852,901,287
4597,"Middle Treasure Path",19,5,0,"Ernest Dickens",697,420,218
4598,"Green Butternut Acres",90,1,10,"Virgilio Hill",327,856,251
4599,"Quaking Prairie Highlands",164,6,78,"Gloria Garnett",229,511,459
4600,"Square Hickory Woods",7,5,53,"Ernest Hughes",460,594,433
4601,"Iron Pioneer Grove",861,7,85,"Beverly Russell",212,58,292
4602,"Colonial Pond Stroll",88,9,89,"Teresa Johnson",171,395,473
4603,"Sleepy Autumn Avenue",314,2,36,"Deborah Roberts",227,23,242
4604,"Heather Bridge Highlands",6,8,81,"Fay Kang",677,727,479
4605,"Burning Rise Nook",92,0,26,"Misty Winkler",353,563,344
4606,"Iron Rock Stead",2,4,24,"Donnie Vanhorn",445,42,120
4607,"Grand Butternut Ridge",18,6,34,"Humberto Pittman",386,481,302
4608,"Quaint Mill Edge",204,1,62,"Melissa Rosser",442,492,488
4609,"Quaint Forest Orchard",0,6,5,"Nicole Harrison",365,45,399
4610,"Heather Acorn Flats",260,0,38,"Gregory Ferrell",155,173,208
4611,"Merry Shadow Way",787,5,14,"Katherine Cantu",432,459,364
4612,"Birch Chestnut Shoal",5,4,9,"Joseph Serrano",772,247,350
4613,"Honey Willow Street",306,0,50,"Michael Jones",37,749,224
4614,"Sandy Lamb Grove",471,6,7,"Lillie Wood",23,508,429
4615,"Rough Pine Crest",32,0,77,"Tyrone Dykstra",21,628,383
4616,"Strong Prairie Gate",597,8,5,"Terence Jones",204,378,213
4617,"High Pioneer Road",54,0,15,"Vernie Case",157,815,130
4618,"Noble Branch Canyon",86,4,14,"Donald Green",142,183,227
4619,"Crimson Forest Dale",447,6,57,"Sheryl Robinson",581,622,345
4620,"Sandy Pioneer Highlands",692,2,28,"Alvin Gross",279,1011,140
4621,"Turning Deer Turn",574,0,0,"James Amaral",681,776,189
4622,"Easy Fawn Shoal",486,1,0,"Alex Williams",394,728,103
4623,"Silent Lamb Ridge",404,0,76,"Tobias Moon",526,395,493
4624,"Ivory Turtle Haven",903,5,73,"Annamae Williams",52,999,428
4625,"Bent Flower Mews",881,0,69,"Janell Lee",779,29,247
4626,"Square Hills Trail",266,7,92,"Joseph Schumacher",782,319,152
4627,"Stony Swan Mews",31,2,13,"Patricia Russell",694,485,414
4628,"Calm Crow Crest",818,0,7,"Adell Booker",486,374,105
4629,"Old Bear Haven",48,2,97,"Chris Kenney",156,459,428
4630,"Silent Quail Dell",651,5,93,"Randy Flowers",798,511,227
4631,"Shady Horse Pass",434,4,2,"Gerard Simon",163,891,187
4632,"Cotton Grove Falls",376,6,10,"Sara Jorgensen",794,979,445
4633,"Indian Apple Haven",62,9,8,"Emma Provost",614,992,131
4634,"Rose Apple Highlands",948,2,79,"David Corbin",820,293,451
4635,"Quiet Nectar Villa",765,4,2,"Cynthia Hobbs",929,823,444
4636,"Shady Harbor Bayou",740,1,71,"Linda Meurer",846,221,354
4637,"Rough Leaf Pass",103,1,3,"Sylvia Dorazio",408,977,360
4638,"Burning Leaf Haven",249,2,92,"Lillian Davis",274,233,418
4639,"Silent Nectar Arbor",221,2,33,"Dean Chambers",951,33,117
4640,"Silent Rise View",174,9,79,"John Heider",635,443,179
4641,"Grand Dove Quay",96,5,17,"Vera Tackett",469,161,347
4642,"Quaking Holly Crest",151,5,62,"John Arnold",186,252,170
4643,"Old Swan Pike",97,9,4,"April Hernandez",947,985,352
4644,"Tawny Butternut Orchard",17,0,4,"Peter Pack",710,621,130
4645,"Pearl Autumn Court",408,1,83,"Larry Brown",210,610,176
4646,"Pleasant Zephyr Lace",69,2,1,"Sharon Mcdonald",573,815,447
4647,"Hazy Flower Chase",511,2,78,"Sam Garcia",307,449,283
4648,"Red Bridge Villa",14,1,14,"Ronnie Baker",663,91,487
4649,"Iron Hickory Pike",118,4,12,"Terrence Norris",134,700,498
4650,"Strong Bridge Pike",911,6,34,"Whitney Clement",394,779,360
4651,"Bent Axe Arbor",922,0,22,"Terry Thompson",185,931,349
4652,"Bent Elk Journey",414,4,69,"Holly Eden",65,163,164
4653,"Long Snake Glen",340,7,18,"Cynthia Holmes",740,212,337
4654,"Misty Deer Alcove",660,8,7,"Lorena Meacham",534,519,459
4655,"Round Snake Nook",659,7,0,"Lisa Cooper",854,956,308
4656,"Round Willow Stead",409,0,85,"Thomas Love",420,1012,113
4657,"Velvet Chestnut Jetty",7,4,24,"Christy Polk",221,572,378
4658,"Heather Snake Promenade",804,0,42,"Cassaundra Figueroa",532,792,156
4659,"Long Log Wander",145,2,41,"Joyce Bethea",128,461,206
4660,"Rose Lake Canyon",221,0,94,"James Farwell",626,1009,160
4661,"White Butterfly Lace",179,2,5,"Eileen Hall",70,702,107
4662,"Round Panda Arbor",778,2,0,"Jeanette Ragland",428,4,175
4663,"Auburn Rock Round",963,1,0,"Robert Thomas",328,860,277
4664,"Jagged Elm Lagoon",484,0,29,"Lauri Bergman",185,894,124
4665,"Noble Wagon Drive",863,0,73,"Rosalind Barone",650,885,235
4666,"Twin Treasure Nook",80,2,50,"Craig Greenwood",465,650,460
4667,"Stony Lake Gate",89,6,50,"Derrick Brown",115,815,389
4668,"Burning Gate Street",3,9,74,"Rena Green",700,840,378
4669,"Grand Lake Ledge",120,8,1,"Geraldine Nelson",768,468,165
4670,"Bright Timber Street",54,0,90,"James Reed",320,692,391
4671,"High Anchor Edge",157,2,13,"Edwin Carbaugh",382,621,258
4672,"Iron Autumn Gate",273,0,34,"Ronald Jensen",736,187,170
4673,"Burning Nest Path",837,0,51,"Viola Hone",560,595,168
4674,"Auburn Willow Chase",558,0,18,"Jerry Anderton",190,701,407
4675,"Bent Treasure Turn",6,3,7,"David Dawson",229,222,363
4676,"Happy Pony Haven",632,2,44,"Pamela Ryan",220,461,325
4677,"Tawny Peach Park",962,0,0,"Mariano Paradis",128,124,455
4678,"Round Cloud Glen",88,3,49,"Ginger Moses",417,157,153
4679,"Thunder Hills Chase",342,5,4,"Joan Darrow",61,703,234
4680,"Calm Lake Bluff",970,4,55,"James Collins",608,427,382
4681,"Cold Bridge Court",264,9,58,"Kristine Akins",531,322,179
4682,"Calm Barn Saunter",428,0,47,"William Joseph",951,424,322
4683,"Still Panda Orchard",618,7,28,"Terry Jordan",21,813,272
4684,"Twin Panda Bend",365,3,41,"Anita Woodham",83,706,175
4685,"White Elk Road",933,3,97,"Angelo Sanchez",748,284,480
4686,"Dusty Timber Knoll",230,4,0,"Shirley Krout",912,219,204
4687,"Cold Cider Lane",512,0,82,"Sharon Williams",565,245,183
4688,"Quaking Crow Woods",35,0,12,"James Pruett",134,276,344
4689,"Quaint Apple Journey",762,2,50,"William Gresham",633,629,358
4690,"Fallen Elm Trek",110,3,17,"Mark Hall",27,536,269
4691,"Sweet Elm Landing",818,0,59,"Laverne Whitfield",50,260,381
4692,"Hazy Lake Wander",19,0,89,"Mary Russell",926,356,242
4693,"Noble Axe Quay",86,0,93,"Richard Thomas",295,849,344
4694,"Old Snake Grove",34,8,9,"Toni Ramsdell",316,847,330
4695,"Long Lake Path",18,8,30,"Charlotte Lago",262,230,144
4696,"Harvest Beacon Field",377,1,19,"Ruth Emerick",91,228,409
4697,"Jagged Horse Alcove",370,3,31,"Kendra Kennedy",367,699,378
4698,"Iron Butternut Race",2,1,1,"John Sellers",959,602,221
4699,"Long Swan Arbor",920,8,38,"Troy Wilt",880,56,281
4700,"Quaint Mill Alcove",220,0,3,"Andrew Cornell",378,66,238
4701,"Windy Nectar Gardens",222,9,28,"Joyce Wilson",945,322,153
4702,"Rose Harbor Saunter",357,1,11,"Ramona Anderson",208,661,288
4703,"Lazy Anchor Gardens",182,0,57,"Jason Rose",481,752,301
4704,"Lazy Castle Manor",200,2,5,"Emma Flanders",690,505,435
4705,"Sweet Bluff Orchard",611,1,18,"Gene Hornick",79,704,238
4706,"Blue Robin Path",15,4,35,"John Robles",724,468,137
4707,"Stony Embers Wander",89,0,5,"Clarence Peets",554,181,300
4708,"Lone Sky Road",390,2,21,"Floyd Dukes",426,728,376
4709,"Cold Rabbit Court",743,6,28,"Norman Hairston",526,408,373
4710,"Merry Cider Lace",238,4,27,"Lydia Rivers",197,669,107
4711,"Heather Spring Race",326,5,3,"Thomas Etheridge",640,668,131
4712,"Little Fox Circle",27,0,42,"Paul Belanger",715,602,366
4713,"Easy Nectar Nook",699,1,1,"Joshua Smith",220,543,385
4714,"Hush Deer Avenue",71,0,72,"Fernando Croxton",244,885,290
4715,"Auburn Rock Crest",278,0,36,"Julio Moore",313,466,240
4716,"Easy Panda Ramble",236,0,26,"Lisa Gonzalez",745,27,360
4717,"Rocky Shadow Chase",213,0,72,"Domenic Dombrowski",847,573,454
4718,"Pied Gate Dell",415,0,0,"William Rodriguez",574,673,372
4719,"Iron Pumpkin Circle",14,3,42,"Lois Taylor",218,136,342
4720,"Cinder Brook Flats",75,5,67,"Johnnie Whitby",163,293,358
4721,"Gentle Oak Heights",46,0,29,"Gerald Dye",239,253,477
4722,"Bright River Cut",759,4,33,"Rebekah Pawlowski",26,520,326
4723,"Green Fox Cove",13,1,13,"Raquel Frechette",179,904,306
4724,"Auburn Island Summit",38,0,68,"Colin Robinson",412,816,406
4725,"Big Turtle Trace",421,3,20,"Alexander Lease",906,449,257
4726,"Tender Fox Hollow",3,7,48,"Dale Garcia",743,408,445
4727,"Amber Acorn Ramble",392,0,66,"Della Klein",220,824,363
4728,"Middle Squirrel Vista",188,3,79,"Brian Talbott",878,45,476
4729,"Little Beaver Glen",113,7,0,"Joshua Bueno",131,985,448
4730,"Umber Squirrel Villa",660,6,38,"Teresa Robinson",435,578,211
4731,"Bright Willow Cove",781,3,0,"Melanie Green",313,573,430
4732,"Pretty Diamond Rove",32,2,4,"Marcelino Libby",235,1012,483
4733,"Harvest Pumpkin Park",316,9,9,"Richard Hall",476,783,272
4734,"Foggy Wagon Woods",17,1,70,"Lucille Reed",554,20,224
4735,"Pearl Grove Pike",311,5,32,"Robert Mendell",60,996,482
4736,"Dewy Goose Circle",535,0,72,"Pauline Pearson",803,89,485
4737,"Cinder Zephyr Grove",152,8,7,"David Hank",230,69,269
4738,"Thunder Acorn Villa",122,3,59,"Hilda Davis",990,29,496
4739,"Fallen Goat Nook",469,9,0,"Pearl Johnson",712,793,488
4740,"Hidden Sky Mews",107,6,90,"Bill Lloyd",727,428,337
4741,"Hazy Fox Landing",696,4,2,"Ruth Fields",767,262,192
4742,"Turning Fawn Ledge",358,0,11,"Robert Hollister",883,238,398
4743,"Tawny Bridge Pass",203,1,6,"Christopher Ralph",668,450,377
4744,"Grand Rock Park",256,5,14,"April Thompkins",436,325,459
4745,"Shady Harbor Woods",97,3,17,"Martha Pellegrino",377,687,111
4746,"Silent Pine Orchard",164,0,41,"John Simon",81,628,435
4747,"White Rabbit Glen",20,7,3,"Paul Baker",149,146,348
4748,"Long Pioneer Pike",166,8,2,"Barbara Thornton",989,800,106
4749,"Heather Spring Dell",268,1,36,"Enrique Perez",635,577,468
4750,"Ivory Dale Bend",173,5,49,"Robert Grady",517,975,436
4751,"Birch Deer Summit",40,9,10,"Robert Mitchell",473,902,318
4752,"Lazy Blossom Place",279,1,16,"Meghan Lassiter",104,630,144
4753,"Long Flower Path",23,3,30,"Pedro Plowman",152,867,284
4754,"Lost Berry Street",684,6,0,"Robert Bouchard",743,530,316
4755,"Lazy Pioneer Hollow",132,8,1,"Mason Menzel",442,883,380
4756,"Foggy Nest Summit",285,3,10,"Elizabeth Wolfe",911,5,459
4757,"Twin Log Canyon",304,0,4,"Herman Orr",258,955,481
4758,"Emerald View Summit",359,8,13,"Steve Mcbride",813,250,354
4759,"Big Pine Dell",7,0,14,"Dawn Hammer",898,639,490
4760,"Round Hickory Journey",373,2,5,"Gracie Harris",844,32,176
4761,"Crystal Acorn Pace",207,4,17,"Larry Smith",467,1009,421
4762,"Sunny Bluff Race",40,1,11,"Arthur Wilkerson",670,523,350
4763,"Bent Embers Bluff",208,0,45,"Charles Davis",56,329,216
4764,"Quiet Fox View",336,9,9,"Michael Polston",489,648,223
4765,"Cinder Peach Falls",973,9,53,"Darius Bramblett",684,39,372
4766,"Blue Zephyr Glen",613,0,0,"Bertha Rutt",637,748,453
4767,"Lost Acorn Glade",156,4,14,"Lisa Mitchell",683,625,296
4768,"Hush Holly Way",646,4,6,"Kristy Lazar",248,561,197
4769,"Hidden Mill Falls",541,0,1,"Brian Wix",307,582,231
4770,"Big Peach Nook",352,7,13,"Derek Trent",241,182,264
4771,"Turning Elm Street",1,1,19,"Alice Mcmillian",734,37,482
4772,"Sleepy Rise Pass",990,1,46,"Brent Vos",728,944,468
4773,"Auburn Lake Swale",647,0,94,"Ian Hanson",970,459,456
4774,"Lost Pioneer Bend",695,8,4,"Kimberly Abell",75,661,395
4775,"Pied Timber Hollow",632,2,14,"Wayne Mills",223,502,145
4776,"Cold Flower Glen",412,1,3,"William Blakely",588,427,291
4777,"Tawny Crow Manor",302,0,91,"Larry Crum",902,1001,126
4778,"Hidden Bear Orchard",388,9,81,"Christian Flick",337,918,198
4779,"Turning Snake Rove",5,0,38,"Eva Means",583,261,466
4780,"Dewy Lake Promenade",0,1,15,"Shawn Christensen",122,685,493
4781,"Rocky Nut Trace",27,9,0,"Dorothea Brown",787,74,390
4782,"Rose Squirrel Rove",29,5,76,"Brandon Cole",376,353,276
4783,"High Mountain Vista",184,0,7,"Manuel Campbell",244,64,355
4784,"Crystal River Grove",76,3,59,"Ronald Conrad",256,734,326
4785,"Crimson Turtle Bayou",381,0,23,"David Jacobs",520,394,233
4786,"Tender Butterfly Summit",399,8,11,"Ben Rollins",394,796,135
4787,"Hazy Dale Vale",750,1,14,"Bertha Nelson",569,400,333
4788,"Sunny Mill Highlands",496,9,28,"Jeremy Ugarte",272,402,314
4789,"Auburn Berry View",334,5,84,"Fred Mizer",538,432,225
4790,"Blue Goose Point",175,4,58,"Joy Murphy",514,404,428
4791,"Old Butternut Corner",507,3,7,"Timmy Bean",92,813,271
4792,"Cinder Squirrel Gardens",259,1,72,"Charlotte Freeman",807,880,308
4793,"Quaking Bear Crest",180,1,29,"Nick Powers",306,520,217
4794,"Old Harbor Journey",996,2,28,"Melissa Lewis",105,373,454
4795,"Green Cloud Promenade",14,8,31,"Dollie Calhoun",86,393,202
4796,"Silver River Saunter",190,8,4,"Glenda Yun",698,297,464
4797,"Umber Lamb Run",703,2,38,"Stephanie Khalil",909,202,402
